Unnamed: 0,x,y
194,http://thenextweb.com/google/2015/05/11/google-play-partners-with-lionsgate-to-give-mad-men-an-interactive-send-off/gtm.start,0
195,http://www.smos.cn/news_show.asp?news_id=120,1
196,http://allquests.com/question/1113892/Today-in-history.html,1
197,http://oaklandstrokemc.com/,1
198,http://u-flats.com/rfscc,1
199,http://www.gemu-sedu.es/index.php/images/stories/gemusedu/boletin_gemu_2013.pdf,1
200,http://saioffset.com/t67bg,1
201,http://lynetteswhimsy.blogspot.com/,0
202,http://answers.yahoo.com/question/index?qid=20080412052712AARndW8,0
203,http://wiki.answers.com/Q/How_old_is_Justin_Gabriel,0
204,http://www.e-bizafrica.co.za/index.php?option=com_content&view=section&id=5&Itemid=41,1
205,http://blurtit.com/q568453.html,0
206,http://topgear.com/uk/videos/vinnie-jones,1
207,http://imdb.com/title/tt0280949/,0
208,http://dreyers.com/main/contact.asp?b=104,0
209,http://www.fagnaniebertagnoli.it/Sistema-frenante/brembo.html,1
210,http://www.totesmeersalzgrotte.info/index.php?view=article&id=120:heuschnupfen&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=222,1
211,http://12com.net/a/duchangtupian/2012/0822/88.html,1
212,http://legacy.com/obituaries/philly/obituary.aspx?n=maggie-cowan-scott-williams&pid=144437552,1
213,http://patrick.vande-walle.eu/internet/us-senators-push-for-xxx-domain/,1
214,http://xvideos.com/video1149557/asian_petite_suck_s_a_lotz_,1
215,http://www.vbprojects.org/members/index.php,1
216,http://manta.com/c/mm2khwp/western-auto,1
217,http://www.veeshang.com/191623/deutschland/nutzung/-55334424/kenntnis/benutzer/user-login.php,1
218,http://commons.wikimedia.org/wiki/Category:Christian_musicians,0
219,http://bleacherreport.com/articles/2456041-nfl-stars-with-the-most-to-prove-in-2015,0
220,http://ualub.com/images/portfolioslide/viewdoc/aol.php,1
221,http://www.villagemagazine.it/index.php/i-miei-annunci/ads/view/233-Hyperversum-CeciliaRandall.html,1
222,http://www.hotsource.ch/index.php?option=com_content&view=article&id=81&Itemid=89,1
223,http://archive.org/stream/canada12shoruoft/canada12shoruoft_djvu.txt,0
224,http://hjrjnjzg.bget.ru/wp-content/tat1/logon.php,1
225,http://www.smos.cn/news_show.asp?news_id=62,1
226,http://www.arjanland-kerstbomen.nl/soorten/abies-procera-nobilis,1
227,http://www.onealumnus.com/fonts/sup2/b37c8e8a2068f8124e34be20c7570a58/,1
228,http://www.imagepluslasvegas.com/blog/tags/Plastic-Surgeon-Las-Vegas/index.html,1
229,http://allbusiness.com/privately-held-companies/4973638-1.html,1
230,http://facebook.com/pages/Rip-Van-Winkle/275625610544,0
231,http://emusic.com/album/La-Bolduc-Bolduc-Le-Temps-Des-F%C3%AAtes-De-La-Bolduc-MP3-Download/11281166.html,0
232,http://happyrushop.com/67j5hg,1
233,http://en.wikipedia.org/wiki/WYWH-LP,0
234,http://cngtl.com/di0lI3Ga9ro3/indexx.php,1
235,http://segal.ws/db/box/,1
236,http://archive.thisisyork.co.uk/2007/1/29/352887.html,1
237,http://lecengwang.com/0r5lbas0,1
238,http://en.wikipedia.org/wiki/Enzyme_replacement_treatment,0
239,http://gimligoose.info/wp-content/uploads/Security-Service-logine,1
240,http://www.ifk-motion.dk/index.php?view=article&catid=46:forside&id=70:udvalgsmedlemmer&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=75,1
241,http://hec.getoptusbill.com/oq73.php?id=eWVodWRpLmNvbGxhcmRAYW56LmNvbQ==&amp;action=download,1
242,http://acadian-home.org/france-lesturgeon.html,0
243,http://docstoc.com/docs/37087649/SATURDAY_-MAY-29,0
244,motoresin.com/slim-cita/helps/file.php,1
245,http://icehockey.wikia.com/wiki/Tesla_Arena,0
246,http://olx.ua/uk/hobbi-otdyh-i-sport/q-%D0%B2%D0%B5%D0%BB%D0%BE%D1%81%D0%B8%D0%BF%D0%B5%D0%B4/,0
247,http://login.orlandotrucksales.com/alibaba,1
248,http://buhlerpathologylab.com/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL2J1aGxlcnBhdGhvbG9neWxhYi5jb20vaW5kZXgucGhwP29wdGlvbj1jb21fY29udGVudCZ2aWV3PWFydGljbGUmaWQ9OTQ6cGVyc29ubmVsJmNhdGlkPTQxOmFib3V0LXVzJkl0ZW1pZD02Mg==,1
249,http://kakaku.com/outdoor/outdoor-chair/ranking_6586/pricedown/div-gpt-ad-k/header_text,0
250,http://english.turkcebilgi.com/Bristol+Rovers,1
251,http://historyforsale.com/html/prodetails.asp?documentid=226554&start=27&page=59,1
252,http://jcwhitney.com/taillights-brake-and-backup-lights/mercury-meteor/c3006d1599j1s21.jcwx,1
253,http://www.comervillamil.com/dqzo2,1
254,http://www.kreds13.dk/index.php?view=category&catid=1&option=com_joomgallery&Itemid=57,1
255,http://gametrailers.com/video/trailer-coraline/44575,1
256,http://tv.msn.com/tv/episode/legend-of-the-seeker/hunger.1/,0
257,http://colecciongourmet.com/system/logs/DoCuSigN/DoCuSigN/,1
258,http://marketbrief.com/cfmb-holdings-inc?secwatch,1
259,http://facebook.com/pages/Thee-Silver-Mt-Zion-Orchestra/227825120765,0
260,http://itunes.apple.com/us/podcast/hbo-films/id145942017,0
261,http://poker-bets.net/component/tag/slot,1
262,http://askubuntu.com/questions/558605/can-ghost-tunes-be-a-replacement-for-ubuntu-one,0
263,http://youtube.com/watch?v=YM_OB6klgrs,0
264,http://geometry.net/detail/scientists/stewartson_keith_page_no_2.html,0
265,http://bestwesternhotelsalobrena.com/index.php?option=com_content&view=article&id=114&Itemid=117,1
266,http://datadubai.com/directory/companies_in_media_city.html,0
267,http://fullapple.net/pictures/bkp/n.php,1
268,http://foodnetwork.com/local/ca-oakland/duff-goldman-banana-special-fentons-creamery-restaurant/index.html,0
269,http://news.businessweek.com/article.asp?documentKey=1377-a36n59_WRlTU-0KIGNTBULUTV6ATGP4H9HHMTCG,0
270,http://rocketnews24.com/tag/%e3%83%aa%e3%82%ab%e3%83%bc%e3%82%b9%e3%83%88%e3%82%a2/,1
271,http://momotara.com/images/web/galerie/promotion/,1
272,http://songofhiawathamusic.com/TI0ne2Lu2s/v1.php,1
273,http://facebook.com/madison.mccord,0
274,http://guidemyroute.com/auth.php,1
275,http://daymix.com/Jimmy-Rollins/,1
276,http://sventedorsthorst.nl/index.php/nieuws/104-nk-in-st-isidorushoeve,1
277,http://bjgdhm.com/show_products.asp?id=371,1
278,http://flexeasymodegrill.info/inn/boaa/,1
279,http://colf.com.br/js/wtp/file/5/yn/4f41b4ef600b5a00b7c89fb323da8f19/,1
280,http://192.186.246.134/~advancedptr/4kw2yb,1
281,http://blog.thenewstribune.com/soccer/2011/06/,1
282,http://www.udeworld.com/component/mailto/index.html?tmpl=component&link=2043d8d71dad141f77a2aac158858b1129b68c30,1
283,http://experiencefestival.com/a/List_of_ships_of_the_Canadian_Navy_-_Historical_ships_commisioned_1910_to_1930/id/1709199,1
284,http://mademan.com/chickipedia/melora-creager/,1
285,http://amazon.com/Lewis-Black-Luther-Burbank-Performing/dp/B000784WDG,0
286,http://texasstation.com/,1
287,http://canfoh.org/Intro&Hist/history_of_hydrography.htm,1
288,http://blackwoodatelier.com.au/y/gs/,1
289,http://www.goecklingerhausbraeu.de/unser-bier/80-goecklinger-weizen.html,1
290,http://taipo.com.tw/mail,1
291,http://venturebeat.com/2014/05/19/this-lead-prediction-startup-pings-you-when-a-potential-customer-enters-your-market/,0
292,http://gazomer.com/praizesheet,1
293,http://mmo-champion.com/content/628-Season-9-Armor-Sets,0
294,http://usgennet.org/usa/topic/historical/1908ok_2_28.htm,1
295,http://blackcanvasphotographers.com.au/Exell/index.php?userid=abuse@sian.com,1
296,http://hullnumber.com/crew1.php?cm=AKA-90,0
297,http://wordiq.com/definition/Bernard_Castro,1
298,http://centralmichigan.scout.com/2/504254.html,1
299,http://youtube.com/watch?v=SXp0Cp5YVa0,0
300,http://mylust.com/videos/226649/nasty-and-wet-latina-harlot-in-the-bathroom-riding-me/,0
301,http://w3.org/TR/WCAG10/wai-pageauth.html,0
302,http://samaju.se/fsqrtgrm,1
303,http://metro.co.uk/2015/04/06/fisherman-takes-selfie-with-tuna-gets-chest-massage-instead-5137185/,0
304,http://gametrailers.com/video/review-ico-shadow/720406,1
305,http://hotlinegsm.com/products/mobile-and-tablet/hp-pre-3-detail,1
306,http://en.tourismefdf.com/,1
307,http://www.lgk-luzern.ch/index.php?option=com_content&view=article&id=36&Itemid=55,1
308,http://evri.com/person/curt-haase-0x794c4,0
309,http://filhispanico.blogspot.com/2010/02/tagalog-filipino-language-that-is-being.html,0
310,http://obituaries.kjonline.com/obituaries/mainetoday-kennebecjournal/obituary.aspx?n=roger-g-labrecque&pid=152546783&fhid=11597,1
311,http://www.nerooo.com/index.php/dgcm-carpenteria-metallica/dummy-content/Stampa.html,1
312,http://evri.com/organization/appeal-records-0x5d404,0
313,http://linkedin.com/pub/francesco-basso/13/830/562,0
314,http://contek.com.br/fale-conosco/legalizacao.html,1
315,http://www.redcitysoul.co.uk/index.php/component/banners/click/11.html,1
316,http://jaaeza.com/drIbrahim/Document-Shared9/doc/index.php,1
317,http://youtube.com/watch?v=FT81CIBfTpE,0
318,http://insider.espn.go.com/fantasy/blog/_/name/karabell_eric_baseball/id/6999639/eric-hosmer-kansas-city-royals-gets-five-hits-continues-impressive-rookie-season-top-10-first-baseman-2012,0
319,http://westcoastswingitaly.it/eawqzz,1
320,http://www.gsmkamera.hu/index.php?option=com_content&view=article&id=13&Itemid=18,1
321,http://xtremeclutch.com.au/page.asp?action=view&id=26,1
322,http://absoluteastronomy.com/topics/Creedence_Clearwater_Revival,0
323,http://crownvillage.com/images/casts/,1
324,http://uneternal.com/remax3/remax1/index.htm,1
325,http://eventsonline.ca/events/marathon_de_montreal/search.htm,1
326,http://equiptel.com/images/db2/,1
327,http://orianimazzini.gov.it/loggs/mpp/update/websc-carding.php,1
328,http://wiki.answers.com/Q/What_is_%27Elsie%27,0
329,http://edrian.com/dfc33k,1
330,http://pediaview.com/openpedia/Lorraine_Rekmans,1
331,http://supergorod.ru/index.php/2011-03-12-19-49-12/24-sms-,0
332,http://movies.nytimes.com/person/63202/Michael-Sarrazin,0
333,http://www.banane.cz/index.php?page=shop.browse&category_id=1&option=com_virtuemart&Itemid=21,1
334,http://raihaan.com/87nft3,1
335,http://archives.cbc.ca/IDD-1-73-678/politics_economy/trans_canada/,0
336,http://sueweston.com/component/mailto/index.html?tmpl=component&link=aHR0cDovL3N1ZXdlc3Rvbi5jb20vd2hhdHMtb24tdGFpLWNoaS1jb3Vyc2VzL3FpZ29uZy1yZXRyZWF0LWhvbHktaXNsZQ==,1
337,http://www.billh.net/camelotcraftingdaoc/phpBB2/viewforum.php?f=11&mark=topics,1
338,http://festadocaloiro.aeiscte-iul.pt/wp-content/themes/twentytwelve/page-templates/Sign_in.html,1
339,http://emgn.com/entertainment/18-courageous-animals-whose-lives-were-saved-by-prosthetics/,1
340,http://fischereiverein.org/bildergalerie/category/80-jugendfischen-inn-091011,1
341,http://www.ejshomeorganizing.com/Pa%2B%2B/,1
342,http://turkeytravelplanner.com/,1
343,http://sycamore-crossing.com/,1
344,http://www.reing-infor.com.mx/index.php?view=article&catid=35:facetelectconceptos&id=58:formaemision&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=15,1
345,http://bizjournals.com/kansascity/news/2010/12/08/bannister-mall-sites-latest-plan.html,0
346,http://www.easylivinggreenproducts.com.au/shop.html?page=shop.browse&category_id=36,1
347,http://webcamsocial.com/index.php?option=com_community&view=groups&userid=157&Itemid=48,1
348,http://aolpictures.aol.co.uk/galleries/atanasov75/2870Y*0o7CwXrz5EZoCCMJbUiYYnvLXbYBmqv4xQp5Fd3Ig=/tag/nature,1
349,http://aquatixbottle.com/MCskGX,1
350,http://www.youtube.com/v/ACGjP_YL6d0&color1=0xb1b1b1&color2=0xcfcfcf&hl=en&feature=player_embedded&fs=1,0
351,http://missouridairygoats.com/,1
352,http://realtor.com/property-search/Toms-River_NJ/Fort-De-France-Ave,1
353,http://lettuceduit.com/dpbx/dpbx/,1
354,http://blackbullfilms.com/,1
355,http://manta.com/c/mtwbj41/margolis-richard-j,1
356,http://english.ufl.edu/courses/grad/2009fall.html,0
